ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ARRONDISSEMENT;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;MIS_A_JOUR;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;PARC_RELAI;AB_1M_RELA;X_RGF93;Y_RGF93;"ARR_INSEE
";"GRATUIT
";"NB_PLACES
";"NUM_SIRET
";"XLONG
YLAT";YLAT;geo_shape;geo_point_2d
156;MARIGNY CHATEAU;10 COURS MARIGNY;10 COURS MARIGNY;12;INDIGO;WWW.PARKINDIGO.FR;0143749643;190;;VISITEURS ET ABONNES;24h / 24;PREVU;OUI;OUI;OUI;NON;01/01/2018;105;1050;NON;ND;ND;NON;ND;01/01/2018;0,4;0,8;1,65;2,45;3,3;4,95;6,6;11,55;13,2;14,85;14,85;14,85;14,85;14,85;11;52,5;141,5;525;52,5;141,5;525;36;0,55;35;94.5;350;10;2020-05-01;ND;0,1;0,25;4,95;NON;ND;ND;NON;ND;1310;NON;OUI;75;658875.9515;6860729.8275;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.439537344410207, 48.845352430618604]}";48.8453524306,2.43953734441
113;MILTON;31 TER RUE MILTON;31 TER RUE MILTON;9;SAEMES;WWW.SAEMES.FR;0144829999;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/07/2013;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;651737.3227;6864540.9032;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.341969746036777, 48.87905899996625]}";48.879059,2.34196974604
1;AMPERE;93 TER RUE AMPÈRE;93 TER RUE AMPERE;17;INDIGO;WWW.PARKINDIGO.FR;0143807381;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;11/07/2017;325;3250;OUI;1950;2600;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;162,5;455;1625;162,5;455;1625;0;ND;113.75;318.5;1137.5;ND;2020-05-01;17G 17H 17J 17K 17L 17M 17N;ND;ND;ND;OUI;682,5;910;NON;ND;4062.5;OUI;NON;ND;648567.3594;6865253.2159;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.298556411826012, 48.885300914216394]}";48.8853009142,2.29855641183
48;BOURSE;12 QUATER PLACE DE LA BOURSE;12 QUATER PLACE DE LA BOURSE;2;INDIGO;WWW.PARKINDIGO.FR;0142964704;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;OUI;01/08/2016;357;3914;NON;ND;ND;OUI;2739,8;01/09/2016;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;3;ND;ND;ND;ND;ND;1957;64;ND;75;213.75;825;10;2020-05-01;1E 2E 3E 9E 9F 9G 10F 10G;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;NON;ND;651653.9829;6863512.3035;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.340774421807939, 48.86963812753047]}";48.8696381275,2.34077442181
104;CROIX DES PETITS CHAMPS;14 RUE CROIX DES PETITS CHAMPS;14 RUE CROIX DES PETITS CHAMPS;1;INDIGO;WWW.PARKINDIGO.FR;0147039221;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;NON;OUI;01/08/2016;377;3921;NON;ND;ND;NON;ND;01/07/2016;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;39,6;39,6;39,6;39,6;39,6;7;188,5;537;1960,5;188,5;537;1960,5;17;1,6;112.2;320;1167.7;10,2;2020-05-01;ND;0,4;0,8;13,6;NON;ND;ND;NON;ND;4901;NON;NON;ND;651542.0795;6862785.5491;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.339610577349999, 48.86307189167812]}";48.8630718917,2.33961057735
54;FRANCOIS 1ER;17 QUATER RUE FRANÇOIS 1ER;17 QUATER RUE FRANCOIS 1ER;8;INTERPARKING;WWW.INTERPARKING-FRANCE.COM;0147234145;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/04/2018;263;2625;OUI;1050;2100;NON;ND;19/10/2017;0,95;1,9;3,8;5,7;7,6;11,4;15,2;26,6;30,4;34,2;34,2;34,2;34,2;34,2;13;132;368;1313;132;368;1313;18;1,3;73.5;195.5;735;10;2020-05-01;7E 7G 8E 8F 8H 16G 16H 16I 16K;ND;0,65;11,95;OUI;367,5;735;NON;ND;3281;NON;NON;ND;649070.4624;6863247.395;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.3056476246255793, 48.86736878058387]}";48.8673687806,2.30564762463
20;GEORGE V;113 AVENUE DES CHAMPS-ELYSEES, 32 TER AVENUE GEORGE V;113 AVENUE DES CHAMPS ELYSEES;8;INDIGO;WWW.PARKINDIGO.FR;0147200268;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;OUI;01/06/2018;253;2530;OUI;1515;2020;NON;ND;01/04/2020;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;41,4;41,4;41,4;41,4;41,4;21;126,5;354,2;1265;126,5;354,2;1265;47;1,6;88.5;247.95;885.5;10;2020-05-01;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;0,4;0,8;14,4;OUI;530,25;707;NON;ND;3320;NON;NON;ND;648620.6122;6863778.6638;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.299499516815418, 48.872154204888446]}";48.8721542049,2.29949951682
71;GOURAUD;5 AVENUE ÉMILE POUVILLON;5 AVENUE EMILE POUVILLON;7;INDIGO;WWW.PARKINDIGO.FR;0145484330;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;648587.2638;6862184.6568;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.299134709518056, 48.857461346338866]}";48.8574613463,2.29913470952
58;JOFFRE;2 TER ET 6 TER PLACE JOFFRE, 14 AVENUE FRÉDÉRIC LE PLAY, 13 AVENUE ÉMILE ACOLLAS, 77 AVENUE DE SUFFREN;2 TER PLACE JOFFRE;7;INDIGO;WWW.PARKINDIGO.FR;0145484330;190;;VISITEURS ET ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;OUI;OUI;OUI;OUI;01/01/2016;191;1986;NON;ND;ND;NON;ND;01/01/2017;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;39,6;39,6;39,6;39,6;39,6;1;95,5;272;993;95,5;272;993;19;1,6;76;218;799;10;2020-05-01;ND;0,4;0,8;13,6;NON;ND;ND;NON;ND;3110;NON;NON;ND;648986.9032;6861819.8131;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.3052068003601143, 48.85422740994821]}";48.8542274099,2.30520680036
126;RECOLLETS;3 TER PASSAGE DES RÉCOLLETS;3 TER PASSAGE DES RECOLLETS;10;SAEMES;WWW.SAEMES.FR;0144829999;200;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;OUI;01/07/2019;172;1772;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;9;ND;86;237;894;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3370;NON;NON;ND;652992.005;6863990.4474;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.359118101786562, 48.87418303247283]}";48.8741830325,2.35911810179
36;TERNES;4, 38 ET 61 AVENUE DES TERNES;38 TER AVENUE DES TERNES;17;INDIGO;WWW.PARKINDIGO.FR;0145721761;185;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/01/2019;240;2400;OUI;1046,5;1744,5;NON;ND;01/01/2019;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;22;120;336;1200;120;336;1200;100;1,45;84;235.2;840;10;2020-05-01;8F 8G 16E 16F 16G 17E 17F 17G 17H 17J 17L 17M 17N;0,4;0,75;13,05;OUI;366;610,5;NON;ND;3000;NON;NON;ND;648173.0977;6864565.613;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.2932972788673363, 48.8789650101172]}";48.8789650101,2.29329727887
101;MEDITERRANEE;24 ET 40 RUE DE CHÂLON;40 RUE DE CHALON;12;SAEMES;WWW.SAEMES.FR;0143074858;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2020;299;2990;NON;ND;ND;NON;ND;01/01/2019;1,2;2,4;4,8;7,2;9,6;14,4;18,6;30,8;34,8;38,8;38,8;38,8;38,8;38,8;62;149,5;426;1495;149,5;426;1495;146;1,6;104.6;298.2;1046;10;2020-05-01;ND;0,4;0,8;13,5;NON;ND;ND;OUI;950;3730;NON;NON;ND;654213.8246;6860678.5011;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.375746438871921, 48.84497759019261]}";48.8449775902,2.37574643887
170;MONTPARNASSE;120 QUATER ET 139 TER BOULEVARD MONTPARNASSE;139 TER BOULEVARD DU MONTPARNASSE;6;INDIGO;WWW.PARKINDIGO.FR;0145484330;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;01/08/2016;209;2174;NON;ND;ND;NON;ND;01/03/2018;1,15;2,3;4,6;6,9;9,2;13,8;18,4;31,6;35,6;39,6;39,6;39,6;39,6;39,6;0;ND;ND;ND;ND;ND;1087;33;ND;79;225;822;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;2714;NON;NON;ND;651032.7565;6860328.3785;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.332711617545537, 48.841081238088584]}";48.8410812381,2.33271161755
75;CHAMPAGNY;15/M RUE CASIMIR PÉRIER;15 M RUE CASIMIR PERIER;7;SAEMES;WWW.SAEMES.FR;0144829999;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;01/07/2019;ND;3450;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3450;NON;NON;ND;650068.5712;6862211.2327;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.319365061405652, 48.8580705574445]}";48.8580705574,2.31936506141
3;ECOLE DE MEDECINE;8 TER RUE DE L'ÉCOLE DE MÉDECINE;8 TER RUE DE L ECOLE DE MEDECINE;6;SAEMES;WWW.SAEMES.FR;0143296138;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/07/2019;276;2799;OUI;1683;2239;NON;ND;01/01/2019;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;6;138;393;1399;345;983;3498;17;1,45;96;273.6;960;17;2020-05-01;4E 5E 5F 5G 5H 5J 6E 6F 6G 7L 7M 7N;0,4;0,75;13,05;NON;ND;ND;NON;ND;3498;NON;NON;ND;651631.5412;6861411.8185;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.341119515297631, 48.850962062732364]}";48.8509620627,2.3411195153
164;MALESHERBES ANJOU;20 TER ET 35 TER BOULEVARD MALESHERBES;35 TER BOULEVARD MALESHERBES;8;SAGS;WWW.SAGS.FR;0142650611;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;NON;01/01/2020;289;2890;OUI;1617;2310;NON;ND;01/01/2020;1;2,05;4,1;6,15;8,2;12,3;16,4;28,7;32,8;36,9;36,9;36,9;36,9;36,9;0;144,5;404;1445;144,5;404;1445;16;1,4;101.15;282.8;1011.5;10;2020-05-01;1E 2E 8H 8J 8K 8L;0,35;0,7;12,6;OUI;565,95;808,5;NON;ND;3612.5;NON;NON;ND;650184.0352;6863888.2504;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.320924800967862, 48.87311760357848]}";48.8731176036,2.32092480097
46;LOUVRE SAMARITAINE;7 PLACE DU LOUVRE;7 PLACE DU LOUVRE;1;INDIGO;WWW.PARKINDIGO.FR;0142601914;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/01/2019;280;2800;OUI;1074,35;2240;NON;ND;01/01/2019;1,1;2,2;4,5;6,7;9;13,5;18;31,5;36;40,5;40,5;40,5;40,5;40,5;13;140;390,5;1400;140;390,5;1400;43;1,55;98;273.35;980;10;2020-05-01;1E;0,4;0,8;13,95;OUI;376,3;784;NON;ND;3500;NON;NON;ND;651616.2079;6862348.4311;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.340529381399467, 48.859484827283616]}";48.8594848273,2.3405293814
73;DAMREMONT;73  TER RUE DAMREMONT;73 TER RUE DAMREMONT;18;SAEMES;WWW.SAEMES.FR;0144829999;220;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;OUI;01/07/2019;222;2158;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;9;ND;ND;222;863;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;2158;NON;NON;ND;651292.9268;6866078.3552;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.335754833509712, 48.89288997458554]}";48.8928899746,2.33575483351
49;PORTE DE VERSAILLES;40 TER BOULEVARD VICTOR;40 TER BOULEVARD VICTOR;15;SAGS;WWW.SAGS.FR;0153684609;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/02/2020;225;2250;OUI;1350;1800;NON;ND;01/03/2019;1,1;2,2;4,6;6,8;9,2;13,8;18,4;32,2;36,8;41,4;46;46;46;46;10;112,5;314,5;1125;112,5;314,5;1125;20;1,6;78.75;220.15;787.5;ND;2020-05-01;15N 15P 15S 15T 15U 15V 15W 15X;0,3;0,7;16;OUI;472,5;630;NON;ND;2812.5;NON;NON;ND;647544.864;6859525.24;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.285401680970324, 48.833645443461585]}";48.8336454435,2.28540168097
130;FRANZ LISZT;32 TER RUE DES PETITS HÔTELS;32 TER RUE DES PETITS HOTELS;10;INDIGO;WWW.PARKINDIGO.FR;0140164101;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;OUI;14/11/2017;235;2444;NON;ND;ND;NON;ND;01/03/2018;1,15;2,3;4,6;6,9;9,2;13,8;18,4;31,6;35,6;39,6;39,6;39,6;39,6;39,6;5;ND;ND;ND;ND;ND;1222;30;ND;80;226;827;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3058;NON;NON;ND;652526.8997;6864370.7621;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.352654785907013, 48.87756475136808]}";48.8775647514,2.35265478591
65;PRONY;37 RUE DE PRONY;37 RUE DE PRONY;17;INDIGO;WWW.PARKINDIGO.FR;0143807381;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;ND;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;OUI;NON;ND;649093.5449;6864832.8018;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.305828400545979, 48.881584261978276]}";48.881584262,2.30582840055
31;HAUSSMANN BERRI;163 TER ET 164 TER BOULEVARD HAUSSMANN;163 TER BOULEVARD HAUSSMANN;8;SAEMES;WWW.SAEMES.FR;0145639462;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;OUI;01/06/2018;250;2500;OUI;1500;2000;NON;ND;01/01/2020;1,05;2,1;4,1;6,2;8,2;12,3;16,4;28,7;32,8;36,9;36,9;36,9;36,9;36,9;4;125;356,5;1250;125;356,5;1250;24;1,4;87;249;875;10;2020-05-01;8F 8G 8H 8J 17J 17K;0,35;0,7;12,6;OUI;525;700;NON;ND;3125;NON;NON;ND;649305.149;6864093.1246;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.308628133343403, 48.874912335935264]}";48.8749123359,2.30862813334
159;ROND POINT DES CHAMPS ELYSEES;2/M ROND-POINT DES CHAMPS ÉLYSÉES-MARCEL DASSAULT;2 M ROND POINT DES CHAMPS ELYSEES MARCEL DASSAULT;8;INDIGO;WWW.PARKINDIGO.FR;0142250483;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;01/08/2016;260;2704;NON;ND;;OUI;1892,8;01/09/2016;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;12;130;370,5;1352;130;370,5;1352;35;1,6;91;259.4;947;12,4;2020-05-01;ND;0,4;0,8;13,6;NON;;;NON;;3256.9;NON;NON;ND;649454.5665;6863510.4723;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.311020548034966, 48.86932916229089]}";48.8693291623,2.31102054803
10;LUTECE;1 TER BOULEVARD DU PALAIS;1 TER BOULEVARD DU PALAIS;4;INDIGO;WWW.PARKINDIGO.FR;0140469561;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;NON;OUI;20/12/2018;250;2600;OUI;1500;2000;NON;ND;20/12/2018;1;2;4;6;8;12;16;28;32;36;36;36;36;36;0;125;356,25;1300;125;356,25;1300;9;1,4;87.5;249.4;910;10;2020-05-01;1E 4E 5G 5H 5J 6E 34F;0,35;0,7;12,6;OUI;525;700;NON;ND;3125;NON;NON;ND;652011.3377;6861876.3163;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.346124536554887, 48.855434939026765]}";48.855434939,2.34612453655
155;SEVRES BABYLONE;1 BIS RUE DE BABYLONE;1 BIS RUE DE BABYLONE;7;INDIGO;WWW.PARKINDIGO.FR;0145484330;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;19/12/2015;290;2900;OUI;1620;2160;NON;ND;19/12/2015;1;2;4;6;8;12;16;28;32;36;36;36;36;36;18;145;406;1450;145;406;1450;40;1,4;101.5;406;1450;10;2020-05-01;6E 6F 7M 7N 7L;0,35;0,7;12,6;OUI;567;756;NON;ND;3625;NON;NON;ND;650477.9353;6861516.1083;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.324956372304953, 48.851594314356795]}";48.8515943144,2.3249563723
51;PORTE D ORLEANS;7 RUE DE LA LÉGION ÉTRANGÈRE ET 8 AVENUE DE LA PORTE D'ORLÉANS;7 RUE DE LA LEGION ETRANGERE;14;SAEMES;WWW.SAEMES.FR;0140520920;185;260;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;01/07/2019;144;1440;OUI;864;1152;NON;ND;01/07/2019;0,9;1,8;3,6;5,4;7,2;10,8;14,4;25,2;28,8;32,4;32,4;32,4;32,4;32,4;14;72;201;720;72;201;720;24;1,25;50.4;141;504;ND;2020-05-01;TOUT PARIS;0,35;0,65;11,25;OUI;302,2;403;NON;ND;1820;NON;OUI;75;650429.8431;6858119.8293;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.324596411448864, 48.82087154794652]}";48.8208715479,2.32459641145
147;SEBASTOPOL;37 TER BOULEVARD SÉBASTOPOL;37 TER BOULEVARD SEBASTOPOL;1;INDIGO;WWW.PARKINDIGO.FR;0140130065;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;OUI;NON;01/08/2016;245;2448;NON;ND;ND;OUI;1714;01/09/2016;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;12;ND;ND;ND;123;318;1224;72;ND;72;206;728;ND;2020-05-01;1E 2E 3E 4E;ND;ND;ND;NON;ND;ND;NON;ND;3178;NON;NON;ND;652266.1102;6862527.864;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.34947376177817, 48.86098903383876]}";48.8609890338,2.34947376178
175;SOUFFLOT;18/M ET 19 TER RUE SOUFFLOT;19 TER RUE SOUFFLOT;5;INDIGO;WWW.PARKINDIGO.FR;0143261554;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;01/08/2016;239;2486;NON;ND;ND;NON;ND;01/01/2017;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;2;119,5;341;1243;119,5;341;1243;32;1,2;83.6;238.7;870.1;10,1;2020-05-01;ND;0,3;0,6;10,8;NON;ND;ND;NON;ND;3077;NON;NON;ND;651671.8227;6860981.0898;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.341541228729842, 48.847106295509285]}";48.8471062955,2.34154122873
81;ANDRE HONNORAT;8 BIS RUE AUGUSTE COMTE;8 BIS RUE AUGUSTE COMTE;6;SAEMES;WWW.SAEMES.FR;0144829999;190;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;01/07/2019;ND;3476;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;ND;ND;ND;3;ND;145;369;1391;ND;2020-05-01;ND;ND;ND;ND;NON;ND;ND;NON;ND;3476;NON;NON;ND;651432.1722;6860669.7191;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.337975458591694, 48.844220593748126]}";48.8442205937,2.33797545859
24;CONCORDE;12 PLACE DE LA CONCORDE;12 PLACE DE LA CONCORDE;8;INDIGO;WWW.PARKINDIGO.FR;0143128070;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;01/08/2016;233;2342;OUI;1404;1872;NON;ND;01/07/2015;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;10;116,5;332;1171;116,5;332;1171;17;1,2;71;202;732;10,4;2020-05-01;1E 2E 7G 7L 8E 8H 9G;0,3;0,6;11;NON;ND;ND;NON;ND;2937.6;NON;NON;ND;650147.3038;6863252.5609;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.320346271854328, 48.86691872059197]}";48.8669187206,2.32034627185
25;LOBAU;2 QUATER ET 5 TER RUE DE LOBAU;2 QUATER RUE DE LOBAU;4;SAGS;WWW.SAGS.FR;0142778853;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;26/02/2020;250;2500;OUI;1400;2000;NON;ND;26/02/2020;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;17;125;350;1250;195;546;1950;132;1,45;87.5;245;875;10;2020-05-01;1E 2E 3E 4E 5G 5J 6E 11G 34F;0,4;0,75;13,05;OUI;490;700;NON;ND;3125;NON;NON;ND;652582.131;6862019.1125;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.35341240086083, 48.85610202822413]}";48.8561020282,2.35341240086
38;PORTE DE CLIGNANCOURT;20 TER AVENUE DE LA PORTE DE CLIGNANCOURT;20 TER AVENUE DE LA PORTE DE CLIGNANCOURT;18;SAGS;WWW.SAGS.FR;0142640382;190;230;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;01/02/2020;111;1110;OUI;444;888;NON;ND;01/03/2019;0,8;1,6;3,4;5;6,8;10,2;13,6;22,4;23,2;24;24;24;24;24;11;55,5;155;555;55,5;155;555;33;1,2;38.85;108.5;388.5;10;2020-05-01;18E 18F 18G 18H 18J 18K 18L 18M 18N 18P 18R 18S 18T;0,25;0,5;8,4;OUI;155,4;310,8;NON;ND;1390;NON;NON;ND;651950.991;6866858.0397;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.344528193008224, 48.8996087219351]}";48.8996087219,2.34452819301
140;MARCEAU ETOILE;75 TER AVENUE MARCEAU;75 TER AVENUE MARCEAU;16;Q PARK;WWW.Q-PARK.FR;0140701010;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;01/01/2020;325;3150;NON;ND;ND;OUI;2200;01/01/2020;1,4;2,8;5,6;8,4;11,2;16,8;22,4;39,2;44,8;44,8;44,8;44,8;44,8;44,8;10;ND;ND;ND;135;ND;1575;10;ND;150;415;1170;ND;2020-05-01;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;ND;ND;ND;NON;ND;ND;NON;ND;4561;NON;NON;ND;648415.6377;6863722.0809;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.296885925867585, 48.871471292507586]}";48.8714712925,2.29688592587
183;LOBAU;2 QUATER ET 5 TER RUE DE LOBAU;5 TER RUE DE LOBAU;4;SAGS;WWW.SAGS.FR;0142778853;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;26/02/2020;250;2500;OUI;1400;2000;NON;ND;26/02/2020;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;17;125;350;1250;195;546;1950;132;1,45;87.5;245;875;10;2020-05-01;1E 2E 3E 4E 5G 5J 6E 11G 34F;0,4;0,75;13,05;OUI;490;700;NON;ND;3125;NON;NON;ND;652544.241;6862033.056;;;;;;;"{""type"": ""Point"", ""coordinates"": [2.353538028874228, 48.85681585468497]}";48.8568158547,2.35353802887
